"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"pit","SMSF","pmp-smsf-2016-17","TI_LSS_AMT","numeric",5,0,0,5,"2968.39 / 12697.74 / 14769.65 / 24713.21 / 25304.27","12697.74; 14769.65; 24713.21; 25304.27; 2968.39","matched PLIDA variable metadata","The fund's assessable income less its deductions, signed, so a loss-making fund shows a negative figure. It is the Section C label O total …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TOTL_DUE_RFNDBL_AMT","numeric",5,0,0,5,"6208.24 / 15937.59 / 25073.46 / 32742.25 / 33279.80","15937.59; 25073.46; 32742.25; 33279.8; 6208.24","matched PLIDA variable metadata","The bottom line of the fund's tax calculation, with the sign carrying the direction of the payment. The ATO says the label ""can be zero, po…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TOTL_TOFA_GNS_AMT","numeric",5,0,0,5,"1321.65 / 9532.44 / 11050.99 / 20358.98 / 21523.70","11050.99; 1321.65; 20358.98; 21523.7; 9532.44","matched PLIDA variable metadata","Gains the fund brought to account on financial arrangements under the taxation of financial arrangements rules. The ATO instruction is to ""…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TOTL_TOFA_LSS_AMT","numeric",5,0,0,5,"4363.41 / 9425.68 / 15696.34 / 16061.45 / 17792.36","15696.34; 16061.45; 17792.36; 4363.41; 9425.68","matched PLIDA variable metadata","Losses on financial arrangements that the fund can deduct under the taxation of financial arrangements rules. The instruction is to ""Write …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TRNSFRS_FRGN_FNDS_AMT","numeric",5,0,0,5,"1794.93 / 2457.50 / 8728.15 / 33087.63 / 39942.79","1794.93; 2457.5; 33087.63; 39942.79; 8728.15","matched PLIDA variable metadata","Only the part of money moved into the fund from a foreign super fund that counts as the fund's own assessable income. It covers the amount …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TRNSFRS_FRGN_FNDS_NUM","integer",5,0,0,3,"0 / 0 / 2 / 3 / 3","0; 2; 3","matched PLIDA variable metadata","How many qualifying transfers from foreign super funds the fund received during the year, counted beside the dollar amount. The instruction…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TRNSTN_TRIS_CNT","integer",5,0,0,5,"0 / 1 / 2 / 3 / 4","0; 1; 2; 3; 4","matched PLIDA variable metadata","How many transition to retirement accounts this member still holds in accumulation phase in this fund. The ATO instruction is to ""Write the…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","UNLSTD_SHRS_AMT","numeric",5,0,0,5,"33492.6 / 94301.1 / 139825.1 / 192451.1 / 193961.4","139825.12; 192451.06; 193961.4; 33492.63; 94301.05","matched PLIDA variable metadata","What the fund's holdings in unlisted companies were worth at 30 June, as the trustees valued them. The ATO instruction is to ""Write at labe…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","UNLSTD_TRSTS_AMT","numeric",5,0,0,5,"18760.8 / 57952.4 / 217615.3 / 248605.2 / 258636.2","18760.77; 217615.31; 248605.22; 258636.23; 57952.36","matched PLIDA variable metadata","What the fund's units in Australian trusts that are not traded on an exchange were worth at 30 June. The ATO defines the category plainly -…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","YEAR_DOB_DT","integer",5,0,0,5,"1937 / 1965 / 1988 / 1996 / 2003","1937; 1965; 1988; 1996; 2003","matched PLIDA variable metadata","The year part of the member's date of birth as the fund's trustees reported it. The member sections of the annual return require the truste…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","YEAR_IDV_DTH_DT","integer",5,5,100,0,"","","matched PLIDA variable metadata","The year a member died, present only where the death fell inside the year the return covers. The instruction applies to the supplementary m…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ACNT_CLOSG_BAL_AMT","numeric",5,0,0,5,"16745.2 / 77553.6 / 86562.6 / 149678.9 / 154002.6","149678.87; 154002.6; 16745.18; 77553.6; 86562.58","matched PLIDA variable metadata","What one member's interest in this fund was worth at 30 June, after the year's contributions, earnings, rollovers and payments. The ATO bui…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ACTRL_CERT_OBTND_IND","logical",5,0,0,2,"TRUE=4; FALSE=1","FALSE; TRUE","matched PLIDA variable metadata","Whether the fund obtained an actuary's certificate of the share of its income that is exempt because it is supporting pensions. The ATO ins…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AI_TOTL_AMT","numeric",5,0,0,5,"3981.51 / 4857.11 / 7303.90 / 11127.76 / 40719.19","11127.76; 3981.51; 40719.19; 4857.11; 7303.9","matched PLIDA variable metadata","The fund's income for the year after pension income is taken out, and the figure deductions are applied against to reach taxable income. Th…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","APLD_EXMPTN_RLVR_IND","logical",5,0,0,2,"TRUE=4; FALSE=1","FALSE; TRUE","matched PLIDA variable metadata","Whether the fund pushed a capital gain out of this year's tax by applying a CGT exemption or rollover. The question the label answers is ""D…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","APRVD_AUDTR_FEE_AMT","numeric",5,0,0,5,"658.76 / 1012.50 / 1639.57 / 1791.06 / 1939.79","1012.5; 1639.57; 1791.06; 1939.79; 658.76","matched PLIDA variable metadata","What the fund paid the approved auditor who signed off its accounts and its compliance with superannuation law. Every SMSF must be audited …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ARTWK_CLCTBLS_MTL_JWLS_AMT","numeric",5,0,0,5,"5619.70 / 5997.90 / 9054.64 / 11890.35 / 43144.49","11890.35; 43144.49; 5619.7; 5997.9; 9054.64","matched PLIDA variable metadata","The value of the fund's art, jewellery and other lifestyle assets at 30 June, the holdings that carry the strictest use and storage rules i…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASSBL_CNTRBTNS_AMT","numeric",5,0,0,5,"1125.02 / 1380.62 / 3084.60 / 11475.42 / 13426.21","1125.02; 11475.42; 13426.21; 1380.62; 3084.6","matched PLIDA variable metadata","The contributions that count as the fund's own income and are taxed at 15 per cent, totalled across all members. The ATO builds it from the…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASSBL_EMPLR_CNTRBTNS_AMT","numeric",5,0,0,5,"773.37 / 3813.79 / 4124.93 / 7315.01 / 7553.45","3813.79; 4124.93; 7315.01; 7553.45; 773.37","matched PLIDA variable metadata","Contributions made for members by someone other than the member, which is a wider idea than money from an employer. The ATO defines the lab…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASSBL_FRGN_SF_AMT","numeric",5,0,0,5,"7476.79 / 10908.32 / 13318.13 / 13747.45 / 49050.69","10908.32; 13318.13; 13747.45; 49050.69; 7476.79","matched PLIDA variable metadata","The part of a transfer from an overseas superannuation fund that is taxed in the fund rather than credited tax free to the member. The ATO …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASSBL_PRSNL_CNTRBTNS_AMT","numeric",5,0,0,5,"1079.67 / 4120.09 / 5099.09 / 8124.92 / 8256.66","1079.67; 4120.09; 5099.09; 8124.92; 8256.66","matched PLIDA variable metadata","Members' own contributions that become taxable in the fund because the member claimed a deduction for them. The ATO makes the notice the tr…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASSBL_TFR_FRM_RSRV_AMT","numeric",5,0,0,5,"5474.72 / 15204.07 / 22740.62 / 31058.25 / 31340.28","15204.07; 22740.62; 31058.25; 31340.28; 5474.72","matched PLIDA variable metadata","Money moved out of a fund reserve into a member's account that is treated as a contribution and taxed as one. The reported figure is delibe…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASTS_IN_HS_AMT","numeric",5,0,0,5,"34207.1 / 61091.3 / 100282.9 / 106150.4 / 116208.9","100282.93; 106150.44; 116208.89; 34207.07; 61091.35","matched PLIDA variable metadata","What the fund had tied up with related parties at 30 June: loans to them, leases to them and investments in them. The instruction is to ""Wr…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","ASTS_OTHR_AMT","numeric",5,0,0,5,"18148.9 / 78957.3 / 91026.8 / 153390.4 / 157225.2","153390.43; 157225.18; 18148.88; 78957.29; 91026.81","matched PLIDA variable metadata","The residual Australian asset line: anything the fund held in Australia at 30 June that none of the named asset labels covered. The ATO def…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_DRCT_INVSTMNT_OS_SHRS_AMT","numeric",5,0,0,5,"12622.9 / 73431.3 / 73452.3 / 138779.0 / 144538.7","12622.89; 138778.98; 144538.73; 73431.31; 73452.31","matched PLIDA variable metadata","Overseas shares the fund holds through a geared structure, valued at 30 June. The ATO defines the label as the fund's beneficial interest i…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_FRNKG_CRDTS_FRM_NZC_AMT","numeric",5,0,0,5,"5332.07 / 15061.41 / 22286.93 / 30730.75 / 30963.08","15061.41; 22286.93; 30730.75; 30963.08; 5332.07","matched PLIDA variable metadata","Australian franking credits attached to dividends from a New Zealand company that has joined the Australian imputation system. The ATO note…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_NON_RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"39147.7 / 48128.5 / 65831.1 / 78339.3 / 282452.7","282452.65; 39147.71; 48128.49; 65831.14; 78339.29","matched PLIDA variable metadata","Commercial or industrial property in Australia that the fund holds through a geared structure, valued at 30 June. The ATO defines the label…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_OS_ASTS_TOTL_AMT","numeric",5,0,0,5,"10456.0 / 49647.6 / 191203.3 / 229539.3 / 236677.3","10456; 191203.32; 229539.28; 236677.28; 49647.58","matched PLIDA variable metadata","The fund's whole balance sheet in one number: every asset it held at 30 June, in Australia and overseas. It is the denominator for the in-h…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"31202.2 / 92010.6 / 132540.9 / 187192.8 / 187905.3","132540.9; 187192.82; 187905.29; 31202.24; 92010.65","matched PLIDA variable metadata","Australian housing the fund bought with borrowed money, valued at 30 June, which is the single most watched holding in the sector. The ATO'…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_SF_IND","logical",5,0,0,1,"TRUE=5","TRUE","matched PLIDA variable metadata","Whether the trustees say the fund met the residency test that keeps it taxed at the concessional rate. The consequence is severe: ""If the S…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","AUSN_SHRS_AMT","numeric",5,0,0,5,"60562.4 / 69378.3 / 108569.9 / 128062.3 / 135234.0","108569.9; 128062.33; 135233.97; 60562.44; 69378.32","matched PLIDA variable metadata","Australian shares the fund holds through a geared structure, typically instalment warrants, valued at 30 June. The ATO defines it as the fu…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","BN","character",5,0,0,5,"49848637553=1; 65931037553=1; 74849637556=1; 75850637559=1; 90932037556=1","49848637553; 65931037553; 74849637556; 75850637559; 90932037556","matched PLIDA variable metadata","A business identifier held against the member record, with no definition published beyond the words 'Business Number'. The column sits on t…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","Identifier - deidentified ABN (Australian Business Number) | Identifier - deidentified ABN | bn - deidentified ABN | Identifier bn - deiden…","10 digit alphanumeric | 10 alphanumeric | 10 alphanumeric categorical | 10 digit alphanumeric Unknown = 9999999999","2019-20;2020-21;2021-22;2022-23;2023-24;2024-25 | 2001-02;2…"
"pit","SMSF","pmp-smsf-2017-18","CG_NET_AMT","numeric",5,0,0,5,"3238.94 / 3588.94 / 9509.59 / 35572.86 / 42009.02","3238.94; 35572.86; 3588.94; 42009.02; 9509.59","matched PLIDA variable metadata","The capital gain that actually reaches the fund's assessable income, after losses and the discount have been applied. The ATO defines it as…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","Net capital gain","Numeric Response ($)","2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;200…"
"pit","SMSF","pmp-smsf-2017-18","CGT_EVNT_IND","logical",5,0,0,2,"TRUE=4; FALSE=1","FALSE; TRUE","matched PLIDA variable metadata","Whether anything happened during the year that engaged the capital gains rules, which is a wider question than whether the fund sold someth…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CGT_SB_FFTN_YR_EXMPTN_AMT","numeric",5,0,0,5,"4669.16 / 14398.50 / 20178.65 / 29208.85 / 29210.25","14398.5; 20178.65; 29208.85; 29210.25; 4669.16","matched PLIDA variable metadata","Sale proceeds a member put into the fund after selling a business asset held fifteen years or more, kept outside their non-concessional cap…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CGT_SB_RTMT_EXMPTN_AMT","numeric",5,0,0,5,"7113.18 / 9946.87 / 12483.35 / 13383.83 / 47894.27","12483.35; 13383.83; 47894.27; 7113.18; 9946.87","matched PLIDA variable metadata","Business sale proceeds a member contributed under the retirement exemption, outside their non-concessional cap but inside a lifetime limit …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CHNGD_TAX_STS_OF_FND_AI_AMT","numeric",5,0,0,5,"1199.69 / 2390.64 / 3958.30 / 4105.85 / 4526.65","1199.69; 2390.64; 3958.3; 4105.85; 4526.65","matched PLIDA variable metadata","A one-off amount brought to tax because the fund changed status, either losing complying status or becoming an Australian fund. The ATO wri…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CL_CF_NET_AMT","numeric",5,0,0,5,"4095.44 / 13824.79 / 18354.06 / 27693.29 / 27891.74","13824.79; 18354.06; 27693.29; 27891.74; 4095.44","matched PLIDA variable metadata","The stock of capital losses the fund still has available to set against future capital gains. The ATO defines it as ""the total of any unapp…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CNTR_OTHR_INCL_SPR_CO_CNTR_AMT","numeric",5,0,0,5,"7334.04 / 10530.87 / 12990.41 / 13604.70 / 48596.69","10530.87; 12990.41; 13604.7; 48596.69; 7334.04","matched PLIDA variable metadata","Contributions received for this member that fit no other contribution label, mostly the government super co-contribution and low income sup…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CNTRBTNS_NO_TFN_QTD_AMT","numeric",5,0,0,5,"611.91 / 1278.71 / 1733.46 / 3238.29 / 11964.20","11964.2; 1278.71; 1733.46; 3238.29; 611.91","matched PLIDA variable metadata","Assessable contributions the fund received for members who had not quoted a tax file number, which carry extra tax on top of the ordinary r…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CNTRBTNS_TOTL_AMT","numeric",5,0,0,5,"1461.16 / 2976.21 / 4935.79 / 5100.34 / 5630.56","1461.16; 2976.21; 4935.79; 5100.34; 5630.56","matched PLIDA variable metadata","Everything contributed for one member during the year, which the ATO defines as ""the total of all the contributions for this member that yo…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CR_ABN_TFN_NOT_QTD_AMT","numeric",5,0,0,5,"981.88 / 1292.45 / 2549.54 / 9440.70 / 10957.44","10957.44; 1292.45; 2549.54; 9440.7; 981.88","matched PLIDA variable metadata","Tax that a payer withheld from money paid to the fund because the fund itself did not quote an ABN or tax file number, claimed back as a cr…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2017-18","CR_ERLY_PMT_INTST_AMT","numeric",5,0,0,5,"256.56 / 1824.22 / 7133.92 / 8810.38 / 9039.58","1824.22; 256.56; 7133.92; 8810.38; 9039.58","matched PLIDA variable metadata","Interest the ATO owed the fund for paying a tax liability more than 14 days before it fell due, claimed as a credit. The 2018-19 instructio…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
