"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","PHYSCATEGORY",6,"populated","implemented-public-category-proxy","Exact source assigns PHYSCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","Exact source assigns PHYSCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Meanings are public. Synthetic normal cut-points replace unavailable official score cut-offs."
"AEDC","PHYSVALID",6,"populated","implemented-public-validity-rule","Exact source sets PHYSVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","Exact source sets PHYSVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public rule operates on synthetic item responses."
"AEDC","PLACEOFBIRTH",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits PLACEOFBIRTH, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits PLACEOFBIRTH, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","PRESCHOOL",6,"populated","implemented-public-derivation","AEDC rule derives PRESCHOOL from E2Y preschool and E3AY long-day-care attendance, preserving 88 where the result is unknown.","AEDC rule derives PRESCHOOL from E2Y preschool and E3AY long-day-care attendance, preserving 88 where the result is unknown.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The derivation is public. Underlying E2Y and E3AY distributions are synthetic."
"AEDC","PSDC",6,"populated","implemented-public-derivation","AEDC rule derives PSDC from E2Y preschool and E3AY long-day-care attendance, preserving 88 where the result is unknown.","AEDC rule derives PSDC from E2Y preschool and E3AY long-day-care attendance, preserving 88 where the result is unknown.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The derivation is public. Underlying E2Y and E3AY distributions are synthetic."
"AEDC","RDACODE",3,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits RDACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits RDACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","RDANAME",3,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits RDANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits RDANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","REFUGEESTATUS",2,"unsupported-codeframe","typed-missing-no-refugee-source","Typed NA_character_. The official pre-populated field uses 1 for Yes and blank for unknown, but AEDC input has no refugee-status source.","Typed NA_character_. The official pre-populated field uses 1 for Yes and blank for unknown, but AEDC input has no refugee-status source.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. Populate from a linked source; random assignment would confound No with Unknown."
"AEDC","REGION",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits REGION, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits REGION, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","REGIONID",6,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed AEDC region identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed AEDC region identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the AEDC region relationship and identifier shape only. It is not an operational ID."
"AEDC","REMOTENESS",6,"populated","implemented-exact-source","Exact source maps codes 1 to 5 to the five official ASGS remoteness names.","Exact source maps codes 1 to 5 to the five official ASGS remoteness names.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The mapping is public. Weights are synthetic and are not linked to generated geography."
"AEDC","REMOTENESSCODE",6,"populated","implemented-exact-source","Exact source stores official remoteness-area codes 1 to 5 separately.","Exact source stores official remoteness-area codes 1 to 5 separately.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The mapping is public. Weights are synthetic and are not linked to generated geography."
"AEDC","SA2NAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits SA2NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits SA2NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SA3NAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits SA3NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits SA3NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SA4NAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits SA4NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits SA4NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SCHOOLAGEID",3,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed school-age identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed school-age identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the school-age relationship and identifier shape only. It is not an operational ID."
"AEDC","SCHOOLCLUSTER",3,"unsupported-codeframe","typed-missing-unverified-school-label","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLCLUSTER.","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLCLUSTER.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a current public-definition candidate. Do not create placeholder school cluster, region or suburb labels."
"AEDC","SCHOOLID",30,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed school identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed school identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the school relationship and identifier shape only. It is not an operational ID."
"AEDC","SCHOOLREGION",3,"unsupported-codeframe","typed-missing-unverified-school-label","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLREGION.","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLREGION.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a current public-definition candidate. Do not create placeholder school cluster, region or suburb labels."
